,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Listado de establecimientos educativos y sus ofertas activas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuente: Padrón Oficial de Establecimientos Educativos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fecha de actualización: 04/2022.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Establecimiento - Localización,,,,,,,,,,,,,Modalidad,,,,,,,Común,,,,,,,Artística,,,Especial,,,,,Adultos,,,,,Hospitalaria,,,Servicios complementarios
Jurisdicción,Cueanexo,Nombre,Sector,Ámbito,Domicilio,C. P.,Código de área,Teléfono,Código de localidad,Localidad,Departamento,Mail,Común,Especial,Adultos,Artística,Hospitalaria,Intercultural,Encierro,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET,SNU,SNU - INET,Secundario,SNU,Talleres,Nivel inicial - Educación temprana,Nivel inicial - Jardín de infantes,Primario,Secundario,Integración a la modalidad común/ adultos,Primario,Secundario,Alfabetización,Formación Profesional,Formación Profesional - INET,Inicial,Primario,Secundario,
Chaco,220126500,E.E.P. Nº  749,Estatal,Rural,   LOTE 26-LEGUA D-PJE.MONTE REDONDO,H3705,3644,226403,22063191,MONTE REDONDO,GENERAL GUEMES, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220126501,E.E.P. Nº  749,Estatal,Rural,   PJE.LOS POTREROS,H3705,3644,226403,22063254,LOS POTREROS,GENERAL GUEMES, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220126600,E.E.P. Nº 650 - MIGUEL ANTONIO NIEVAS,Estatal,Rural,   LOTE 26-LEGUA A-PJE.4 DE FEBRERO,H3705,3644,226403,22063192,4 DE FEBRERO,GENERAL GUEMES,egb650@hotmail.com,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220126601,E.E.P. Nº 650 - MIGUEL ANTONIO NIEVAS,Estatal,Rural,   PJE.LA CHEOGUE,H3705,3644,654978,22063230,LA CHEOGUE,GENERAL GUEMES,normitagonzalez_337@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220126700,E.E.P. Nº 855 - CACIQUE GRAL. TOBA COLOMPOTOP,Estatal,Rural,   PC.225-PJE.OLLA QUEBRADA-,H3703,3644,226403,22063193,OLLA QUEBRADA,GENERAL GUEMES,elenaalvarenga253@gmail.com,1, ,1, , ,1, , ,1,1, , , , , , , , , , , , ,1, , , , , , , , 
Chaco,220126800,E.E.P. Nº  465,Estatal,Rural,   LOTE 339-PJE.GUEMES-COMPARTE EDIFICIO CON LA E.E.S N°169,H3705,3644,226403,22063194,GUEMES,GENERAL GUEMES, ,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220126801,E.E.P. Nº  465,Estatal,Urbano, , ,3644,226403,22063040,JUAN JOSE CASTELLI,GENERAL GUEMES, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220126900,E.E.T. Nº 21 - GRAL. MANUEL BELGRANO,Estatal,Urbano,AV.PARAGUAY 410 Centro,H3500,362,4424025,22140034,RESISTENCIA,SAN FERNANDO,eet21_belgrano@yahoo.com.ar,1, , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , 
Chaco,220127000,E.E.P. Nº 785 - JUAN MORO -,Estatal,Urbano,FRANKLIN 4570 LAS MALVINAS LAS MALVINAS,H3503,362,4489947,22140001,BARRANQUERAS,SAN FERNANDO,juanmoro785@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220127100,E.E.P. Nº 758 - MAR DEL PLATA,Estatal,Urbano,LAPACHO  LAS MALVINAS,H3503,362,4488622,22140001,BARRANQUERAS,SAN FERNANDO,eep758mardelplata@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220127200,E.E.P. Nº 433 - MARTIN DE MOUSSY,Estatal,Urbano,ALFREDO VEIRAVE 55 U.C.A.L Bº UCAL,H3503,3624,204406,22140001,BARRANQUERAS,SAN FERNANDO,eep433@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,1
Chaco,220127300,E.E.P. Nº 336 - ENRIQUE BANCHS,Estatal,Urbano,ALICE LE SAIGE 599 VILLA SAN MARTIN VILLA SAN MARTIN,H3500,3722,-459231,22140034,RESISTENCIA,SAN FERNANDO,gladysleo36@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220127400,INSTITUTO DE EDUCACION SUPERIOR DE EDUCACION FISICA,Estatal,Urbano,AV.LAVALLE 700,H3500,362,4444336,22140034,RESISTENCIA,SAN FERNANDO,intef_rcia@yahoo.com.ar,1, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , 
Chaco,220127500,ESCUELA DE COMERCIO NOCTURNA Nº 4 - FRAY MAMERTO ESQUIU,Estatal,Urbano,ALICE LE SAIGE 585 VILLA SAN MARTIN VILLA SAN MARTIN,H3500,362,4453009,22140034,RESISTENCIA,SAN FERNANDO,comercio4@hotmail.com,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , 
Chaco,220127600,U.E.G.P Nº 19 (UEP Nº 19) DON BOSCO,Privado,Urbano,AV.ITALIA 350,H3500,3624,427311,22140034,RESISTENCIA,SAN FERNANDO,uepn19@gmail.com,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1
Chaco,220127700,U.E.G.P Nº 58 (UEP Nº 58) INSTITUTO SUPERIOR ALMAFUERTE,Privado,Urbano,AV.ITALIA 350  1º PISO,H3500,362,4443528,22140034,RESISTENCIA,SAN FERNANDO,instituto.almafuerte@hotmail.com,1, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , 
Chaco,220127900,JARDIN DE INFANTES Nº 107 - JUANA AZURDUY,Estatal,Urbano,ALGARROBO 300 LAS MALVINAS Bº LAS MALVINAS,H3503,362,154315331,22140001,BARRANQUERAS,SAN FERNANDO,jin107@hotmail.com.,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Chaco,220128000,E.E.P. Nº 607 - DEL CENTENARIO DE LA CREACION DEL CHACO,Estatal,Urbano,ECUADOR 130,H3500,3624,811041,22140034,RESISTENCIA,SAN FERNANDO,egb607@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220128100,E.E.P. Nº 373 - AMERICA,Estatal,Urbano,LA RIOJA 1250 VILLA PERRANDO,H3500,3624,453035,22140034,RESISTENCIA,SAN FERNANDO,eepn373america@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,1
Chaco,220128200,E.E.P. Nº  361,Estatal,Rural,   LOTE 89-SEC.II-ANGULO N.O.E.-COL.PPA.JUANITA,H3708,3624,812596,22007097,PAMPA JUANITA,ALMIRANTE BROWN, ,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220128201,E.E.P. Nº 361,Estatal,Rural,P   LOTE 36-SECC.IV-ANG. S.O.E.-PJE.PPA.CUVALO,H3708,3624,812596,22007077,PAMPA CUVALO,ALMIRANTE BROWN, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220128300,E.P.A Nº 55,Estatal,Urbano,MARIANO MORENO  560 JUAN DOMINGO PERON MZ.24-PC.1-2-3-4(FUNCIONA EN EGB Nº 671),H3708,364,154634464,22007005,CONCEPCION DEL BERMEJO,ALMIRANTE BROWN,epa_n55@hotmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Chaco,220128400,JARDIN DE INFANTES Nº 22 - DOCTOR CARLOS JANIK,Estatal,Urbano,12 DE OCTUBRE,H3708,3624,812596,22007005,CONCEPCION DEL BERMEJO,ALMIRANTE BROWN,jardinbermejo@gmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Chaco,220128500,E.E.P. Nº 62 - CAALTE. VALENTIN FEILBERG,Estatal,Urbano,   VILLA FABIANA NORTE,H3500,3624,15691726,22140034,RESISTENCIA,SAN FERNANDO,cantero.walterramon@hotmail.com,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , ,1
Chaco,220128600,E.E.P. Nº 404 - ZITTO SEGOVIA,Estatal,Urbano,STA.CLARA DE ASIS 1315 VILLA STA.CLARA DE ASIS PC.20 Y 21-MZ.38-CIRC.II-SEC.B-CH.115-V.S.CLARA DE ASIS,H3500,3624,730111,22140034,RESISTENCIA,SAN FERNANDO,eepn404@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,1
Chaco,220128700,E.E.S. Nº 21 - GOB. JOSE C. CASTELLS (CEP Nº 21),Estatal,Urbano,SARMIENTO  CENTRO SARMIENTO y 9 DE JULIO,H3714,3877,495694,22007063,TACO POZO,ALMIRANTE BROWN,cepn21@gmail.com,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1
Chaco,220128800,E.E.P. Nº 348 - JOSE HERNANDEZ,Estatal,Urbano,SAN MARTIN S/N CENTRO,H3714,3624,812596,22007063,TACO POZO,ALMIRANTE BROWN,eep348jh_1937@outhook.com,1, ,1, , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , ,1
Chaco,220128801,E.E.P. Nº 348 - JOSE HERNANDEZ,Estatal,Rural,   PJE.CHACO PORA,H3714,3624,812596,22007089,CHACO PORA,ALMIRANTE BROWN, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220128900,E.E.P. Nº 828 - GOBERNADOR ALEJANDRO GANCEDO,Estatal,Urbano,MARIANO MORENO  SAGRADO CORAZON Bº SAGRADO CORAZON,H3714,3624,812596,22007063,TACO POZO,ALMIRANTE BROWN,algance_828@hotmail.com.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,1
Chaco,220129000,E.E.P. Nº 928 - PROFESOR SAMUEL OSCAR A. ORELLANA,Estatal,Urbano,SALTA  PROGRESO Bº PROGRESO,H3714,3624,812596,22007063,TACO POZO,ALMIRANTE BROWN, ,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , ,1
Chaco,220129100,JARDIN DE INFANTES Nº 106 - REYNA MARGARITA DELGADO,Estatal,Urbano,AV.SAN MARTIN  CENTRO,H3714,3624,444190,22007063,TACO POZO,ALMIRANTE BROWN,yolayala@hotmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Chaco,220129200,E.E.P. Nº  580,Estatal,Rural,Picada ETA   LOTE 20-LEGUA C-PC.51-ZONA G-PJE.NUEVA YORK,H3714,3624,812596,22007036,NUEVA YORK,ALMIRANTE BROWN,eep348jh_1937@outhook.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220129300,E.E.P. Nº 831 - FUERZA AEREA ARGENTINA,Estatal,Urbano,ARTURO ILLIA 1955 VILLA SAN JUAN,H3500,3624,435707,22140034,RESISTENCIA,SAN FERNANDO,mariangl93@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220129400,E.E.P. Nº 13 - MINISTRO BENJAMIN VICTORICA,Estatal,Urbano,"AV.9 DE JULIO 3160 LA LIGURIA ENTRE ROGER BALET, LINCHARRIBALZAGA Y ARTURO ILLIA",H3500,3624,453128,22140034,RESISTENCIA,SAN FERNANDO,benjaminvictorica13@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220129500,E.E.S. Nº 60 - GRAL.ANGEL VICENTE PEÑALOZA (ENS Nº 60),Estatal,Urbano,PADRE FRESCHI(EX ARIZAGA) 139 HIPOLITO YRIGOYEN ALTURA AV.ALBERDI 2100-BºHIPOLITO YRIGOYEN,H3500,3624,307678,22140034,RESISTENCIA,SAN FERNANDO,escuelaeesn60@gmail.com,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , 
Chaco,220129600,JARDIN DE INFANTES Nº 43 - MARIA LUISA ROQUES,Estatal,Urbano,AV.9 DE JULIO 3170 LA LIGURIA LA LIGURIA,H3500,362,44571134,22140034,RESISTENCIA,SAN FERNANDO,jardin43marialuisaroques@gmail.com,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Chaco,220129700,U.E.G.P Nº 21 (UEP Nº 21) MARIA AUXILIADORA,Privado,Urbano,LISANDRO DE LA TORRE 87 CENTRAL NORTE,H3500,362,4436880,22140034,RESISTENCIA,SAN FERNANDO,uep21secundario@gmail.com,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1
Chaco,220129800,U.E.G.P Nº 21 (UEP Nº 21) MARIA AUXILIADORA,Privado,Urbano,LISANDRO DE LA TORRE 87 CENTRAL NORTE BºCENTRAL NORTE,H3500,362,4436880,22140034,RESISTENCIA,SAN FERNANDO,cmprimaria@hotmail.com.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220129900,E.E.P. Nº  938,Estatal,Rural,   PJE.SANTA RITA,H3714,3644,622210,22007087,SANTA RITA,ALMIRANTE BROWN, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220130000,E.E.P. Nº 833 - GERONIMO MATORRAS,Estatal,Urbano,AV.MAC LEAN 1990 VILLA DON ENRIQUE,H3500,3624,420455-572581,22140034,RESISTENCIA,SAN FERNANDO,geronimomatorras833@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220130200,E.E.S. Nº 175 - DR.CARLOS A.BARBERAN (CEP Nº 61),Estatal,Urbano,SIXTO LACONICH 2750 VILLA BARBERAN B° BARBERAN,H3500,3624,730111,22140034,RESISTENCIA,SAN FERNANDO,eesn175@gmail.com,1, ,1, , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , 
Chaco,220130201,E.E.S. Nº 175 - DR.CARLOS A.BARBERAN (CEP Nº 61 - Alcaidia-V) ANEXO BLA,Estatal,Urbano,USHUAIA S/N VILLA BARBERA (FUNCIONA ALCAIDIA POL.Y PENIT.)-VILLA BARBERAN,H3500,362,4468010,22140034,RESISTENCIA,SAN FERNANDO,barberan61@yahoo.com.ar, , ,1, , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , , 
Chaco,220130202,E.E.S. Nº 175 - DR.CARLOS A.BARBERAN (CEP Nº 61) ANEXO BLA,Estatal,Urbano,  DON SANTIAGO FUNCIONA EN CTRO.DETENCION DEL MENOR,H3514,362,4468010,22140018,FONTANA,SAN FERNANDO,barberan61@yahoo.com.ar, , ,1, , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , , 
Chaco,220130300,E.E.P. Nº 880 - JUSTO P. FARIAS,Estatal,Urbano,2 DE ABRIL DE 1982 1300 SANTA INES,H3500,3624,459524,22140034,RESISTENCIA,SAN FERNANDO,eep880justopfaria@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220130400,E.E.P. Nº 695 - FRAY CAYETANO JOSE RODRIGUEZ,Estatal,Urbano,ENRIQUE KISTERMACHER 2590 VILLA BARBERAN B° JARDIN BARBERAN,H3500,3624,467295,22140034,RESISTENCIA,SAN FERNANDO,eep695@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,1
Chaco,220130500,JARDIN DE INFANTES Nº 31 - JORGE ALEJANDRO NEWBERY,Estatal,Urbano,SIERRAS DE CORDOBA  ITALIA MZ.14-B° ITALIA,H3500,362,4465964,22140034,RESISTENCIA,SAN FERNANDO,jardindeinfantes31@gmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Chaco,220130600,JARDIN DE INFANTES Nº 30 - MAESTRA MARIA L.VARGAS DE HONNORAT,Estatal,Urbano,2 DE ABRIL DE 1982 1350 SANTA INES B° SANTA INES,H3500,362,4450295,22140034,RESISTENCIA,SAN FERNANDO,jardindeinfantes30@hotmail.com,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Chaco,220130700,JARDIN DE INFANTES Nº 32 - MANUELA ORTIZ DE VERA ORTEGA,Estatal,Urbano,VIRGEN DEL VALLE  SAN CAYETANO MZ.I-B° SAN CAYETANO,H3500,362,4449978,22140034,RESISTENCIA,SAN FERNANDO,jardinmaternalydeinfantes32@hotmail.com,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Chaco,220130800,E.E.T. Nº 16 - 1° DE MAYO (EX-CEP Y TTP Nº 44),Estatal,Urbano,AV.HERNANDARIA 2050 SAN CAYETANO MZ.34-PC.3-CIRC.II-CH.129-B° SAN CAYETANO,H3500,362,154571705,22140034,RESISTENCIA,SAN FERNANDO,eet16@yahoo.com.ar,1, , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , ,1
Chaco,220130900,E.E.S. Nº 37 - RVDO. PADRE GUILLERMO FURLONG (ENS Nº 37),Estatal,Urbano,SAN BERNARDO  SAN CAYETANO MZ.34-PC.3-SEC.B-B° SAN CAYETANO,H3500,362,4444523,22140034,RESISTENCIA,SAN FERNANDO,ees37@hotmail.com.ar,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , 
Chaco,220131000,E.E.P. Nº  905,Estatal,Urbano,CARLOS M.DE ALVEAR 150 CURISHI PC 1 QTA.77 - FUNCIONA CON EPA 73,H3705,3644,226403,22063040,JUAN JOSE CASTELLI,GENERAL GUEMES, ,1, , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , ,1
Chaco,220131100,E.E.P. Nº 894 - JOSE CEFERINO ROMERO,Estatal,Urbano,DOMINGO MATHEU  NOCAAYI FUNCIONA CON EPA 72,H3705,3644,226403,22063040,JUAN JOSE CASTELLI,GENERAL GUEMES,escuelanocaayi@yahoo.com.ar,1, , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , ,1
Chaco,220131200,E.E.P. Nº  802,Estatal,Urbano,JUAN MANUEL DE ROSAS Y RECONQUISTA  SARMIENTO B° SARMIENTO,H3705,3644,226403,22063040,JUAN JOSE CASTELLI,GENERAL GUEMES,eep.n802@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220131300,E.E.P. Nº 255 - FELIPE BOERO,Estatal,Urbano,REMEDIO DE ESCALADA 850  FUNCIONA CON BLA 11-BIBL 163-EPA 13,H3705,3644,226403,22063040,JUAN JOSE CASTELLI,GENERAL GUEMES, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220131500,E.E.P. Nº 339 - MANUEL DEL CAMPO,Estatal,Rural,   KM.841-LOTE 23-AGRICOLA 51,H3703,3644,593985,22091011,ESTACION KILOMETRO 841,MAIPU, ,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220131600,E.E.P. Nº  509,Estatal,Rural,   LOTE 17-LEGUA C-SEC.1-PJE.PPA.EL GALLO,H3703,3644,593985,22091022,PAMPA DEL GALLO,MAIPU,ROKOSTECKI@HOTMAIL.COM,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220131700,E.E.P. Nº 870 - FRANCISCO B.BOSCH,Estatal,Rural,   LOTE 17-LEGUA C-PC.51-PPA.EL GALLO,H3703,3644,593985,22091022,PAMPA DEL GALLO,MAIPU, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220131900,E.E.P. Nº  263,Estatal,Rural,   LOTE 16-CIRC.XVIII-SEC.A-PC.1-LEGUA B-COL.LALELAY,H3703,3644,593985,22091031,COLONIA LALELAY,MAIPU,escuelaeep263@hotmail.com,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220132000,E.E.P. Nº  447,Estatal,Rural,   LOTE 14-LEG.D-PPA.PALANGANA,H3703,3644,593985,22091027,PAMPA PALANGANA,MAIPU,eep447vf@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220132100,E.E.P. Nº 531 - RAMON PACHECO,Estatal,Rural,   LOTE 18-PC.42-PJE.EL 42,H3703,3644,593985,22091050,EL 42,MAIPU, ,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220132200,E.E.P. Nº 477 - MARTIN MIGUEL JUAN DE LA MATA GUEMES,Estatal,Rural,   LOTE 11-COL.PPA.EL ONCE,H3703,3732,15405266,22091024,PAMPA EL ONCE,MAIPU,eepn477@outhoook.com,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220132201,E.E.P. Nº 477 - MARTIN MIGUEL JUAN DE LA MATA GUEMES,Estatal,Rural,   PJE.TOUNDAIAN-RAIZ CHAQUEÑA,H3703,4593985,0364,22091058,TOUNDAIAN,MAIPU,eep477@oulohook.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220132202,E.E.P. Nº 477 - MARTIN MIGUEL JUAN DE LA MATA GUEMES,Estatal,Rural,   PJE.EL MARTILLO-RAIZ CHAQUEÑA,H3703,3644,605125,22091059,EL MARTILLO,MAIPU,eepn477@outhook@.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220132300,E.E.P. Nº 602 - ANTONIO PIBERNUS,Estatal,Rural,   LOTE 66-PJE.CABA-ÑARO,H3703,3644,593985,22091049,CABA ÑARO,MAIPU, ,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220132400,E.P.A Nº 25 - VICTOR MERCANTE,Estatal,Urbano,SAN MARTIN 350  FUNC. EN E.E.P. Nº 122,H3703,362,4404104,22091029,TRES ISLETAS,MAIPU,epa25victormercante@hotmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Chaco,220132402,E.P.A Nº 25 - VICTOR MERCANTE,Estatal,Urbano,MADRE ALCIRA S/N  NUEVA ALIANZA FUNC. E.E.P. Nº 1011,H3703,362,4404104,22091029,TRES ISLETAS,MAIPU,epa25victormercante@hotmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Chaco,220132403,E.P.A Nº 25 - VICTOR MERCANTE,Estatal,Urbano,FORMOSA Y RECONQUISTA  UNIDOS FUNCIONA EN CENTRO COMUNITARIO B.UNIDOS,H3703,362,4404104,22091029,TRES ISLETAS,MAIPU,epa25victormercante@hotmail.com- ESTE ANEXO QUEDA INACTIVO POR FALTA DE DOCENTE. Y POR FALTA DE ALUMNOS MATRICULADOS. CON INSTRUMENTO LEGAL DE PLANILLAS DE ESTADISTICAS., , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Chaco,220132404,E.P.A Nº 25 - VICTOR MERCANTE,Estatal,Urbano,PROLONG. 9 DE JULIO S/N  NORTE FUNCIONA EN C.I.C.,H3703,362,4404104,22091029,TRES ISLETAS,MAIPU,epa25victormercante@hotmail.com- ESTE ANEXO QUEDA INACTIVO POR FALTA DE DOCENTE. Y POR FALTA DE ALUMNOS MATRICULADOS. CON INSTRUMENTO LEGAL DE PLANILLAS DE ESTADISTICAS., , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Chaco,220132600,E.P.A Nº 21 - PABLO A.PIZZURNO,Estatal,Urbano,MENDOZA 685  FUNCIONA EN E.G.B. Nº 54,H3500,362,154570939,22140034,RESISTENCIA,SAN FERNANDO,epan_21@hotmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Chaco,220132601,E.P.A Nº 21 - PABLO A.PIZZURNO,Estatal,Urbano,2 DE FEBRERO 450 VILLA DEL PARQUE FUNCIONA CTRO.COMUNITARIO VILLA DEL PARQUE,H3500,362,4448838,22140034,RESISTENCIA,SAN FERNANDO,epan_21@hotmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Chaco,220132605,E.P.A Nº 21 - PABLO A.PIZZURNO,Estatal,Urbano,MAR DEL PLATA 328 ONG GESAIC,H3500,362,4448838,22140034,RESISTENCIA,SAN FERNANDO,epan_21@hotmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Chaco,220132607,E.P.A Nº 21 - PABLO A.PIZZURNO,Estatal,Urbano,PADRE CERQUEIRA 1780  FUNCIONA EN HOGAR DE TRANSITO Nº 1,H3500,362,4448838,22140034,RESISTENCIA,SAN FERNANDO,epan_21@hotmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Chaco,220132608,E.P.A Nº 21 - PABLO A.PIZZURNO,Estatal,Urbano,JUJUY 1253 VILLA ALVEAR FUNCIONA EN E.E.E Nº11,3500,362,4448838,22140034,RESISTENCIA,SAN FERNANDO,SE INACTIVA ESTE ANEXO EN 2018 POR NO CONTAR CON MATRICULA SEGUN INFORMA EL DIRECTOR DEL ESTABLECIMIENTO, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Chaco,220132609,E.P.A Nº 21 - PABLO A.PIZZURNO,Estatal,Urbano,Echeverria 1000, ,362,4448838,22140034,RESISTENCIA,SAN FERNANDO,epa_21@hotmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Chaco,220132610,E.P.A Nº 21 PABLO A.PIZZURNO,Estatal,Urbano,PIO XII N°2655 CALLE 2  10 DE MAYO  FUNCIONA EN COMEDOR -ODO POR  LOS NIÑOS-, ,0,0,22140034,RESISTENCIA,SAN FERNANDO, , , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Chaco,220132700,E.E.P. Nº 383 - MTRA.ENRIQUETA M.DE SOLIMANO,Estatal,Urbano,ISABEL LA CATOLICA  ESPAÑA B° ESPAÑA,H3500,3624,475569,22140034,RESISTENCIA,SAN FERNANDO, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,1
Chaco,220132800,JARDIN DE INFANTES Nº 1 - MERCEDITAS DE SAN MARTIN,Estatal,Urbano,AV.ALVEAR 698,H3500,3624,444835,22140034,RESISTENCIA,SAN FERNANDO,jardin1merceditas@hotmail.es,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Chaco,220132900,E.E.P. Nº 54 - EJERCITO ARGENTINO,Estatal,Urbano,"MENDOZA 685  Entre ECHEVARRIA, CANGALLO, AV. ALVEAR",H3500,3624,434361,22140034,RESISTENCIA,SAN FERNANDO,egb54@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Chaco,220133000,E.E.E. Nº 5 - DRA. LYDIA F.DE CORIAT,Estatal,Urbano,CARLOS TEJEDOR  PROVINCIAS UNIDAS MZ.8-PC.60-B° PROV.UNIDAS,H3500,362,4468586,22140034,RESISTENCIA,SAN FERNANDO,eespecial5@hotmail.com, ,1, , , , , , , , , , , , , , , ,1,1,1, ,1, , , , , , , , , 
Chaco,220133100,E.E.P. Nº 274 - GRAL.JOSE DE SAN MARTIN,Estatal,Urbano,MENDOZA 1651 VILLA PEGORARO VILLA PEGORARO,H3500,3624,465529,22140034,RESISTENCIA,SAN FERNANDO,eep.nro.274@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
